"SourcePostId","Type","Name","Username","Tweet ID (click to view url)","Retweets","Comments","Favorites","Is Retweet?","Date","Tweet Text","Author Followers","Author Friends","Author Favorites","Author Statuses","Author Bio","Author Image","Author Location","Author Verified","Tweet Source","Status URL"
,Post,Camada,camadaaa,1854546396789067869,,,1,no,2024-11-07 09:28:11,@lucasapaulino Se tá tudo queimado n tem oq desmatar 🤷🏽‍♂️,293,261,1,39474,,https://pbs.twimg.com/profile_images/1195784927209574400/s-3RX9Wt_normal.jpg,Itabira Brasil,no,Twitter for Android,https://www.twitter.com/camadaaa/status/1854546396789067869
,Post,Carteiro,brasiljaerak,1854545453318029429,,,1,no,2024-11-07 09:24:26,@eutauat Sobrou alguma coisa pra desmatar companheiro? https://t.co/HjvjwCfmtK,8,167,1,445,eu vou te pegar Peter,https://pbs.twimg.com/profile_images/1851012714316853248/rBy3efwt_normal.jpg,,no,Twitter for Android,https://www.twitter.com/brasiljaerak/status/1854545453318029429
,Post,📢Berro📢,berro_ironico,1854543763005210630,,,1,no,2024-11-07 09:17:43,@fiscaldoibama Também queimaram tudo não tem mais o que desmatar.,4076,4079,1,26557,logia,https://pbs.twimg.com/profile_images/1783652943041908736/tKOMNfB6_normal.jpg,,no,Twitter for Android,https://www.twitter.com/berro_ironico/status/1854543763005210630
,Post,canhão poranga,emowinehouse_,1854543598953386487,1,,1,no,2024-11-07 09:17:04,claro não tem mais nada pra desmatar,822,679,1,82942,ex vj da mtv - fake emo - librianja - VASCO ✠ paz entre nós guerra entre os senhores. ela/dela,https://pbs.twimg.com/profile_images/1674896811813683200/lb-os2ng_normal.jpg,Manaus Brasil,no,Twitter for Android,https://www.twitter.com/emowinehouse_/status/1854543598953386487
,Post,jlo | novos começos season 🌱,jloptbr,1854540255585587390,,,2,no,2024-11-07 09:03:47,Assim é fácil se não tem mais nada pra desmatar kkkk,946,1088,2,3436,julia tralo • formula 1 moda e groselhas,https://pbs.twimg.com/profile_images/1851076348246114304/In73ChYi_normal.jpg,Curitiba Brasil,no,Twitter for iPhone,https://www.twitter.com/jloptbr/status/1854540255585587390
,Post,Zé Ninguém,cowface68,1854539749945446715,,,3,no,2024-11-07 09:01:46,@SigaGazetaBR Claro o governo deixou queimar quase toda a floresta desmatar o quê?,1314,3219,3,24617,Pobres unidos jamais serão ricos 😛,https://pbs.twimg.com/profile_images/1650546930383040537/tSvF7B8F_normal.jpg,Pará ,no,Twitter Web App,https://www.twitter.com/cowface68/status/1854539749945446715
,Post,Orlando Brito Pinho,britopinho1,1854539707406803424,1,,1,no,2024-11-07 09:01:36,@GloboNews @AlineMidlej Se os dados foram apurados pelo IBGE é mentira; se tiver pelo menos uma vírgula de verdade podemos acreditar que a redução foi em virtude das queimadas sobrou pouca pra ser desmatada.,4197,6382,1,8755,É mentira do PT.,https://pbs.twimg.com/profile_images/1727309079998017536/fxIDc8vZ_normal.jpg,,no,Twitter for Android,https://www.twitter.com/britopinho1/status/1854539707406803424
,Post,Karl 🇧🇷🇵🇹,miranda_ivan,1854537133312069762,,,2,no,2024-11-07 08:51:22,@pauloteixeira13 @MarinaSilva @LulaOficial Colocaram fogo em tudo. Não tem mais o que desmatar.Governo de incompetentes,824,290,2,33222,Vida Longa e Próspera.🖖🏻,https://pbs.twimg.com/profile_images/1830699111869296642/o0lSpXRy_normal.jpg,,no,Twitter for Android,https://www.twitter.com/miranda_ivan/status/1854537133312069762
,Post,Vanessa Nunes,vnuneso,1854536106219298829,,1,10,no,2024-11-07 08:47:17,Mas vai desmatar o quê se já foi tudo queimado?? 😶,4456,3859,10,212127,Torcedora clubista e corneteira 🎺 #Corinthians 🖤🤍 #ManUtd 👹,https://pbs.twimg.com/profile_images/1815532614201352192/inHApepo_normal.png,Rondônia Brasil,no,Twitter for iPhone,https://www.twitter.com/vnuneso/status/1854536106219298829
,Post,Fran💞,FranSodre,1854535798785212470,,,2,no,2024-11-07 08:46:04,@QuestoesR @GugaNoblat Não sobrou nada pra desmatar o fogo já queimou tudo 😅,391,249,2,918,,https://pbs.twimg.com/profile_images/1277323016209338369/vmaxAN6k_normal.jpg,-22.930171-43.370127,no,Twitter for iPhone,https://www.twitter.com/FranSodre/status/1854535798785212470
,Post,wagner leonel,wagner26danorte,1854532151137427631,,,2,no,2024-11-07 08:31:35,@SigaGazetaBR Como é quem vão desmatar o que pegou fogo🤷‍♂️,7,171,2,491,,https://pbs.twimg.com/profile_images/1330203772585463809/XTROJhjw_normal.jpg,,no,Twitter for Android,https://www.twitter.com/wagner26danorte/status/1854532151137427631
,Post,Portal De Amazônia,PortaDeAmazonia,1854528725401907475,,,,no,2024-11-07 08:17:58,Desmatamento cai 306% na Amazônia e 257% no Cerrado em 2024 https://t.co/DtDIUNM7G6 #desmatamento #cai #amazonia #cerrado #2024 https://t.co/EHEQB3NvWE,839,310,,58353,Política Negócios Cultura Turismo Entretenimento. https://t.co/2i5SPVwc0D  https://t.co/4l7kdJJkFb,https://pbs.twimg.com/profile_images/1454232296467410945/9ScWCRP8_normal.jpg,Manaus AM /Santarém PA  ,no,Twitter Web App,https://www.twitter.com/PortaDeAmazonia/status/1854528725401907475
,Post,Busão Curitiba 🚍,busaocuritiba,1854527226198282433,,,1,no,2024-11-07 08:12:00,Desmatamento na Amazônia cai 306% com menor área desmatada desde 2013 https://t.co/UDFBKqkofV,198822,104,1,39258,O portal de notícias que conecta a cidade. Contato: busaocuritiba@hotmail.com,https://pbs.twimg.com/profile_images/1564363463102799879/hcHhXlQx_normal.jpg,Curitiba Brasil,no,Buffer,https://www.twitter.com/busaocuritiba/status/1854527226198282433
,Post,Daniela Campos,Daniela06441029,1854526950930264279,,,8,no,2024-11-07 08:10:55,@lindberghfarias Vai desmatar o que figura? Queimou tudo. https://t.co/AwswkUVCtx,1929,1899,8,7959,irmã 😊😊 filha 😉 amiga. casada. Direita com muito orgulho 🇧🇷🇧🇷🇧🇷🇧🇷 Antifeminista.,https://pbs.twimg.com/profile_images/1781834822287024129/Nqe4VAey_normal.jpg,,no,Twitter for Android,https://www.twitter.com/Daniela06441029/status/1854526950930264279
,Post,Conexão Planeta,conexaoplaneta,1854478961981391136,1,,1,no,2024-11-07 08:00:13,Especialistas consideram o #gato-palheiro-pampeano um dos #felinos mais ameaçados do mundo e alertam que ele será extinto dentro de dez anos já que seu habitat natural os #ampas está sendo desmatado para cultivo agrícola https://t.co/TWIA5N8zlJ,6578,365,1,22150,Site de jornalismo independente que tem como foco notícias reportagens e reflexões sobre questões da sustentabilidade ambiental e social,https://pbs.twimg.com/profile_images/630188409001275392/hGcek8zT_normal.jpg,São Paulo Brasil,no,Buffer,https://www.twitter.com/conexaoplaneta/status/1854478961981391136
,Post,Helkein Filosofia,HelkeinFilo,1854521685325574438,,,1,no,2024-11-07 07:49:59,@Bucetossauro_ Enfiaram todas as madeiras no cu dele e n tem mais o que desmatar.,3267,237,1,5038,Filosofia de forma simples mas não simplificada. Memes e humor questionável. Recomendações e respostas nos destaques.,https://pbs.twimg.com/profile_images/1805622298000429056/B-IgJ41Q_normal.jpg,,no,Twitter Web App,https://www.twitter.com/HelkeinFilo/status/1854521685325574438
,Post,Tiorfio Anordo,tiorfio,1854519074228707833,1,,1,no,2024-11-07 07:39:37,@GloboNews @AlineMidlej Não tem mais nada para desmatar ahahahaha colocaram fogo em tudo https://t.co/pk7MP6kpHe,168,318,1,18587,Não Sigo Não Quero Que Me Siga…,https://pbs.twimg.com/profile_images/1622639163416641544/BMOXEfoO_normal.jpg,,no,Twitter for iPhone,https://www.twitter.com/tiorfio/status/1854519074228707833
,Post,Lambisgóio russo isento de ICMS.,Lambisgovski,1854518583612539114,3,3,27,no,2024-11-07 07:37:40,Desmatamento caiu porque não dá pra desmatar o que já pegou fogo.,1606,358,27,28096,Perdi minhas outras contas em uma igreja evangélica em Ratanabá.,https://pbs.twimg.com/profile_images/1652935678852841475/rVOMQR9h_normal.jpg,,no,Twitter Web App,https://www.twitter.com/Lambisgovski/status/1854518583612539114
,Post,amwnda,thewalkingay,1854514665432248450,1,1,5,no,2024-11-07 07:22:06,tambem ne vai desmatar oq se ja queimou tudo seu velho nojento,532,470,5,36013,🧷1̶̝̞̝̉́͆̀̆3̴̞̘̖̭̞̄́̇̉1҉̘͖̮̥̩̀̄2̸͈̯̗͔̽̆ ʀᴏᴛᴛɪɴɢ ɢɪʀʟ,https://pbs.twimg.com/profile_images/1806113013721616384/ARP7I_Wh_normal.jpg,Curitiba Brasil,no,Twitter for iPhone,https://www.twitter.com/thewalkingay/status/1854514665432248450
,Post,Marcello Tibiriçá Muacad de Mulambo 😎🐵,BotsowEuro,1854514439615103234,,,2,no,2024-11-07 07:21:12,@eutauat Sério isso? Considerar área “queimada” como não desmatada???? Jura?,1809,2358,2,30345,Irreverente polêmico bom humor irônico curioso! descendo de macacos evoluídos Asiáticos Negros Arabes e ET’s. Casado! Indígena (de Bartira). Sarcástico!,https://pbs.twimg.com/profile_images/1846609089616281600/t2mUNA3e_normal.jpg,São Paulo ,no,Twitter for iPhone,https://www.twitter.com/BotsowEuro/status/1854514439615103234
,Post,Honorato Zonta Junior,HonoratoZonta,1854514281670152441,,,5,no,2024-11-07 07:20:34,@miriamleitao Claro que caiu... deixaram queimar quase tudo... não tem quase nada pra desmatar... entenda como isso é bom,134,508,5,3468,Engenheiro Agrimensor Pai de Família Cristão Conservador,https://pbs.twimg.com/profile_images/1389706073788100611/47agcGPI_normal.jpg,,no,Twitter Web App,https://www.twitter.com/HonoratoZonta/status/1854514281670152441
,Post,Seringueiro😷bsky.app/profile/seringueiro.,Seringueiro2,1854513474446950482,,,2,no,2024-11-07 07:17:22,@senadorhumberto Esse ano eles queimaram sem desmate mas isso o governo Ptucano não contané?,902,2312,2,23226,#rainforests #indigenousJustice #GlobalJustice #PachaMama #AbyaYala um abya-yalense em busca da Terra sem Mal,https://pbs.twimg.com/profile_images/1243978783033643008/guVi66LR_normal.jpg,@seringueiro.bsky.social,no,Twitter for Android,https://www.twitter.com/Seringueiro2/status/1854513474446950482
,Post,Juiz de Nuremberg,JuizDeNuremberg,1854513244376842475,,,1,no,2024-11-07 07:16:27,@sohmaisumjao @Estadao o desmatamento caiu pq os incendios são recordes se ja ta tudo queimado nao sobra nada pra desmatar,377,371,1,8958,,https://pbs.twimg.com/profile_images/1844730752627326985/iOshZlKb_normal.jpg,,no,Twitter Web App,https://www.twitter.com/JuizDeNuremberg/status/1854513244376842475
,Post,Sandy M🌎,SandraM305,1854512835918750180,,,18,no,2024-11-07 07:14:49,@senadorhumberto E pra isso também?Não há como desmatar o que foi consumido pelo fogo. https://t.co/igQTq3BZ3h,223,321,18,4011,,https://pbs.twimg.com/profile_images/1832351649966268416/A6_4r_hx_normal.jpg,,no,Twitter for Android,https://www.twitter.com/SandraM305/status/1854512835918750180
,Post,Lascataxados com L,NotaZero,1854512448486691216,,,4,no,2024-11-07 07:13:17,@senadorhumberto Óbvio se queimou td não tem o que desmatar!,1215,1104,4,28820,Receba em dobro tudo aquilo que você me deseja.,https://pbs.twimg.com/profile_images/1784376061582610432/OOj6SRcD_normal.jpg,,no,Twitter for Android,https://www.twitter.com/NotaZero/status/1854512448486691216
,Post,Marcello Tibiriçá Muacad de Mulambo 😎🐵,BotsowEuro,1854512292320145726,,,3,no,2024-11-07 07:12:40,@eutauat Claro o fogo consumiu nem precisa desmatar. Que idiotice,1809,2358,3,30345,Irreverente polêmico bom humor irônico curioso! descendo de macacos evoluídos Asiáticos Negros Arabes e ET’s. Casado! Indígena (de Bartira). Sarcástico!,https://pbs.twimg.com/profile_images/1846609089616281600/t2mUNA3e_normal.jpg,São Paulo ,no,Twitter for iPhone,https://www.twitter.com/BotsowEuro/status/1854512292320145726
,Post,Fernanda,Fernanda_comX,1854512053521678365,,,1,no,2024-11-07 07:11:43,@miriamleitao Tem tanto incêndio que sobrou pouco pra desmatar,429,958,1,2905,,https://pbs.twimg.com/profile_images/1830021186014568449/MWdJ-dtt_normal.jpg,,no,Twitter for Android,https://www.twitter.com/Fernanda_comX/status/1854512053521678365
,Post,Bier,Mandruvaz,1854510829124641103,,,3,no,2024-11-07 07:06:51,@lindberghfarias Não dá pra desmatar o que está pegando fogo né,1911,2527,3,7789,Médico Biólogo.  Cervejeiro Churrasqueiro.  Patriota Anti-Woke.  Perfil em que todas as opiniões tem linguagem obscena e não deveria ser visto por ninguém.,https://pbs.twimg.com/profile_images/1854326575929720832/CEEZe9_c_normal.jpg,United States,no,Twitter for Android,https://www.twitter.com/Mandruvaz/status/1854510829124641103
,Post,Bier,Mandruvaz,1854510695196262816,1,,4,no,2024-11-07 07:06:19,@senadorhumberto Não dá pra desmatar o que está pegando fogo né.,1911,2527,4,7789,Médico Biólogo.  Cervejeiro Churrasqueiro.  Patriota Anti-Woke.  Perfil em que todas as opiniões tem linguagem obscena e não deveria ser visto por ninguém.,https://pbs.twimg.com/profile_images/1854326575929720832/CEEZe9_c_normal.jpg,United States,no,Twitter for Android,https://www.twitter.com/Mandruvaz/status/1854510695196262816
,Post,SaoriKido,soniocatatau,1854506181470863700,,,1,no,2024-11-07 06:48:23,Não tem nem mais oque desmatar mesmo,1038,1016,1,43988,odeio lol amo roblox,https://pbs.twimg.com/profile_images/1850554214369333248/tG5qBxlb_normal.jpg,aespa ive new jeans,no,Twitter for Android,https://www.twitter.com/soniocatatau/status/1854506181470863700
,Post,Paulo,paulobergamasco,1854504808490684695,,,9,no,2024-11-07 06:42:56,@eutauat é que ta tudo pegando fogo ai nao da nem para desmatar,170,358,9,11725,Palmeiras acima de Tudo!! NBA  NFL  Esportes em Geral,https://pbs.twimg.com/profile_images/1617585187847634945/9jCeZ-L0_normal.jpg,Alaska USA,no,Twitter Web App,https://www.twitter.com/paulobergamasco/status/1854504808490684695
,Post,Lindbergh Farias,lindberghfarias,1854503263317455051,118,313,468,no,2024-11-07 06:36:47,BOAS NOTÍCIAS!O desmatamento da Amazônia CAIU em 306% de  período de agosto de 2023 a julho de 2024. Esse é a MENOR área desmatada desde 2013!  O EFEITO LULA É TAMBÉM NO MEIO AMBIENTE! 🇧🇷🌳🌟 https://t.co/gg6Rhi4PVw,436157,1074,468,14729,DEPUTADO FEDERAL MAIS VOTADO DO PT-RJ NAS ELEIÇÕES DE 2022,https://pbs.twimg.com/profile_images/1814366945161940992/88bX5bkT_normal.jpg,Rio de Janeiro (RJ),no,Twitter for iPhone,https://www.twitter.com/lindberghfarias/status/1854503263317455051
,Post,Victor,HugoBotan,1854501987150152086,1,,2,no,2024-11-07 06:31:43,@CNNBrasil Notícia faz sentido.Amazônia queimou tudo nesses últimos 3 anos. Como não tem mais vegetação não tem como desmatar.,146,691,2,10486,See the Truth,https://pbs.twimg.com/profile_images/1844104930853875712/iFVLp64M_normal.jpg,Orlando FL,no,Twitter for Android,https://www.twitter.com/HugoBotan/status/1854501987150152086
,Post,🐈‍⬛,ATREIDEXS,1854499495242772711,,,1,no,2024-11-07 06:21:49,@updatecharts também né nem tem mais árvore pra desmatar,222,184,1,4978,,https://pbs.twimg.com/profile_images/1855240740298805248/_VkggyKV_normal.jpg,high fantasy bookworm ,no,Twitter for iPhone,https://www.twitter.com/ATREIDEXS/status/1854499495242772711
,Post,barcelos barça 🇧🇷 🦆🦆,BarcaBarcelos,1854499280964223035,,,5,no,2024-11-07 06:20:58,@GugaNoblat Vai desmatar o que???? Foi tudo queimado! 🤣🤣🤣,1808,2092,5,22001,Sou eu...mineiro uai… conservador.,https://pbs.twimg.com/profile_images/1849926284010274816/rnmFGoHG_normal.jpg,Minas Gerais Brazil,no,Twitter for iPhone,https://www.twitter.com/BarcaBarcelos/status/1854499280964223035
,Post,gab 🧚🏻‍♀️,louwtmine,1854498752561590638,,2,2,no,2024-11-07 06:18:52,@louie_bilu @jjomalik @lwtomlinsxon q retorno porr nenhuma depois das queimadas ainda querem destruir MAIS floresta pra fazer uma porcaria de autódromo saibam q se continuar nessa de desmatar nem humanidade mais vai ter pra vcs verem o “dinheiro” q isso vai dar.,671,641,2,2763,I go back to us I love you much 🖤,https://pbs.twimg.com/profile_images/1854980822945656832/a1GAcTfs_normal.jpg,lendo ,no,Twitter for iPhone,https://www.twitter.com/louwtmine/status/1854498752561590638
,Post,Ierick,IerickMsilva,1854495219896455462,,,2,no,2024-11-07 06:04:49,@ThiagoSussekind Kkkkkkkkkk Não tem o que desmatar. Já foi tudo queimado .Otarios.,56,310,2,4126,Conservador 🇧🇷 Made in Minas Gerais,https://pbs.twimg.com/profile_images/1818595647286652928/CXB3OL_v_normal.jpg,Romania,no,Twitter for Android,https://www.twitter.com/IerickMsilva/status/1854495219896455462
,Post,Jornal O Dia,jornalodia,1854492057089290718,,,6,no,2024-11-07 05:52:15,Desmatamento do Cerrado registra primeira redução em cinco anos aponta Inpe. #Cerrado #Desmatamento #Inpe #ODia https://t.co/diLSUcTaeP,915744,121,6,323075,Notícias em tempo real sobre o Rio de Janeiro Celebridades Esportes Brasil Economia Mundo e muito mais!,https://pbs.twimg.com/profile_images/1774747509836910592/yXNNoenx_normal.jpg,,no,Twitter Web App,https://www.twitter.com/jornalodia/status/1854492057089290718
,Post,Samu⁹ STRATEGY 🍒,raylovertwice,1854491860737089817,,,3,no,2024-11-07 05:51:29,@updatecharts Claro que caiu não tem mais floresta nenhuma pra desmatar pq o fogo já catou tudo,1249,1066,3,22977,It's just ONCES for TWICE            and TWICE for ONCEs             Dahmo Utted,https://pbs.twimg.com/profile_images/1851404604698673152/Fjw0Enxj_normal.jpg,,no,Twitter for Android,https://www.twitter.com/raylovertwice/status/1854491860737089817
,Post,Cláudio Mz,CludioMz1,1854487089326305417,,,1,no,2024-11-07 05:32:31,@folha Óbvio  queimaram a Amazônia inteira . Não tem o que desmatar Governo FACISTA é assim,3140,3660,1,1578,Sou Brasileiro luto pela minha pátria pela soberania da família e respeito a constituição do nosso país 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,https://pbs.twimg.com/profile_images/1626569385711206400/YtiwebDX_normal.jpg,,no,Twitter for iPhone,https://www.twitter.com/CludioMz1/status/1854487089326305417
,Post,JORGE,JDMAQPIPER,1854486883515986243,,,1,no,2024-11-07 05:31:42,@GugaNoblat Desmataram tanto que o mapa precisa ser refeito para prosseguir.,4372,5104,1,16473,Tecnólogo em projetos de maquinas e dispositivos.,https://pbs.twimg.com/profile_images/1712108680865271808/L9YE8D-m_normal.jpg,,no,Twitter for Android,https://www.twitter.com/JDMAQPIPER/status/1854486883515986243
,Post,Marcos - ProDeoEtPatria 🇧🇷,marcos_mark66,1854484962117919190,,,2,no,2024-11-07 05:24:04,@GloboNews @AlineMidlej A LulaNews usando de sua criatividade midiática para passar aquele paninho pro Molusco.Mas nós O POVO somos a mídia e divulgamos a verdade:-Para quê desmatar se está tudo queimando? https://t.co/7FMgXsVBjE,345,629,2,6120,Brasileiro Patriota Pai Conservador Armamentista da Direita Unida. - Politicamente Incorreto - #ProDeoEtPatria,https://pbs.twimg.com/profile_images/1854112665775616000/2hBD7e_r_normal.jpg,São Paulo Brasil,no,Twitter Web App,https://www.twitter.com/marcos_mark66/status/1854484962117919190
,Post,ANGEL🌻,angelmsbarb,1854483457973354982,,,1,no,2024-11-07 05:18:05,@CNNBrasil Não tem mais nada para desmatar @MarinaSilva e @LulaOficial já deixaram queimar tudo.,3837,5062,1,55234,,https://pbs.twimg.com/profile_images/1612628859949649922/E_yTkvdI_normal.jpg,Estados Unidos,no,Twitter for iPhone,https://www.twitter.com/angelmsbarb/status/1854483457973354982
,Post,Gelson Junior,gelson_jr,1854477385493577749,,1,6,no,2024-11-07 04:53:57,@CalhauImoveis @menezes_barboza Não está sobrando o que desmatar.,89,294,6,9173,,https://pbs.twimg.com/profile_images/1368558766476713984/8P-CaTOv_normal.jpg,,no,Twitter Web App,https://www.twitter.com/gelson_jr/status/1854477385493577749
,Post,Hugo Rysdyk,Hugorysdyk,1854476535631090112,,,1,no,2024-11-07 04:50:35,Não desmataram colocaram fogo kk,2492,2871,1,113471,TRI CAMPEÃO DA AMÉRICA CASADO e FELIZ,https://pbs.twimg.com/profile_images/1829926580266942464/5tdpGRBu_normal.jpg,Novo Hamburgo Brasil,no,Twitter for iPhone,https://www.twitter.com/Hugorysdyk/status/1854476535631090112
,Post,𝐋𝐞𝐥𝐞 ⚢ | arcane spoilers,tlousobeck,1854476178272248254,2,,8,no,2024-11-07 04:49:10,até pq pra desmatar precisa ter floresta né amor e tá tudo queimado,397,636,8,6727,ela/dela | 20y | gosto de games e umas séries aí,https://pbs.twimg.com/profile_images/1855123280828493825/ArC9daRs_normal.jpg,Cabin 13,no,Twitter for Android,https://www.twitter.com/tlousobeck/status/1854476178272248254
,Post,Iza Vicente,IzaVicent,1854471911947813107,29,2,109,no,2024-11-07 04:32:12,Ninguém tá falando sobre MAS os dados mostram que o desmatamento na Amazônia atingiu o menor índice desde 2015. O INPE registrou uma redução de 30% na área desmatada na Amazônia e de 25% no Cerrado. É governo @LulaOficial e a ministra @MarinaSilva cuidando do nosso país! 💚,25836,3659,109,79146,Vereadora de Macaé (21-24). Mulher preta + votada da cidade. Advogada Ativista e Mestre em Adm Pública (FGV). Fé em Jesus. Filha da Guta e esposa do Be.,https://pbs.twimg.com/profile_images/1854153387668910081/nNAVjGuG_normal.jpg,Macaé Brasil,no,Twitter for iPhone,https://www.twitter.com/IzaVicent/status/1854471911947813107
,Post,(Kabulozo),Kabulozocensura,1854467365225845233,,,23,no,2024-11-07 04:14:08,@folha Claro  o fogo queimou tudo...Vão desmatar as cinzas?🤡,25886,11265,23,22073,O silêncio do leão é mais aterrorizante do que o deboche das hienas!🇧🇷😎,https://pbs.twimg.com/profile_images/1836527374050967552/d4hsKIHT_normal.jpg,EUA,no,Twitter for Android,https://www.twitter.com/Kabulozocensura/status/1854467365225845233
,Post,Ricardon,riliberato,1854465700326183403,,,4,no,2024-11-07 04:07:31,@folha Depois que queimou tudo não sobrou muita coisa pra desmatar né 😂,287,308,4,20199,Fight!,https://pbs.twimg.com/profile_images/1548061647427604480/r-EW6Jvm_normal.jpg,,no,Twitter for Android,https://www.twitter.com/riliberato/status/1854465700326183403
,Post,4lfonso,4lfonso_ofc,1854462539624554594,,,1,no,2024-11-07 03:54:58,Tbm já n tem mais oq desmatar q acabou com Yoda Amazônia,2248,5195,1,34060,17y / Artista digital: @Celes_tial16 / multifandom mas a Madonna vem primeiro🫦,https://pbs.twimg.com/profile_images/1855114970003886080/XBxkGDm6_normal.jpg,,no,Twitter for iPhone,https://www.twitter.com/4lfonso_ofc/status/1854462539624554594
,Post,gosma cinza 🥛💀🚬,9r3y900,1854461577740644598,,,1,no,2024-11-07 03:51:09,@Estadao quem desmatar o que já está queimado energúmenos??? kkkkkkkkkkkkkk,263,389,1,14893,Cenário hipotético de catástrofe global onde nanorrobôs auto-replicantes consomem toda a matéria da Terra enquanto se multiplicam descontroladamente.,https://pbs.twimg.com/profile_images/1820587778846986240/Bc-gWpiS_normal.jpg,Farofistão,no,Twitter for Android,https://www.twitter.com/9r3y900/status/1854461577740644598
,Post,Nanibarbosa,RosaneBonoro,1854457442869879035,4,1,124,no,2024-11-07 03:34:43,@folha Como vai desmatar se o fogo comeu tudo  né ?,36483,12653,124,108081,🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,https://pbs.twimg.com/profile_images/1738318805451882496/jF94rWo3_normal.jpg,Miami FL,no,Twitter for iPhone,https://www.twitter.com/RosaneBonoro/status/1854457442869879035
,Post,Rafa Lights,LightRafaLuz,1854452930373431361,,1,1,no,2024-11-07 03:16:47,#bdsp Osasco tem um problema crônico de enchente e a prefeitura local preocupada em construir predios e desmatar o pouco de verde que ainda existe,37,71,1,2562,Fisio USP @qdesaude Natureza Espiritualidade,https://pbs.twimg.com/profile_images/1686311184503296001/HRPP56LM_normal.jpg,,no,Twitter for iPhone,https://www.twitter.com/LightRafaLuz/status/1854452930373431361
,Post,O Pitaqueiro,AquinasTs,1854443946866352478,,,1,no,2024-11-07 02:41:05,@GugaNoblat Com tanta queimada sobrou pouco pra desmatar né Rises,112,1463,1,14523,corneteiro pitaqueiro brasileiro.,https://pbs.twimg.com/profile_images/1287755603805446144/5MesOII1_normal.jpg,,no,Twitter for Android,https://www.twitter.com/AquinasTs/status/1854443946866352478
,Post,Carlos Souza,CarlaoSor,1854410284846186827,,,1,no,2024-11-07 00:27:19,@CNNBrasil DEPOIS QUE QUEIMARAM TUDO O QUE SOBROU PRA DESMATAR???,53,178,1,6978,Pai Avô Aposentado Conservador Bolsonarista.  DEUS Pátria Família Liberdade e Respeito as pessoas e aos valores cristãos.,https://pbs.twimg.com/profile_images/1828929387846148096/60Ud0kf1_normal.jpg,Miami Beach FL,no,Twitter for Android,https://www.twitter.com/CarlaoSor/status/1854410284846186827
,Post,Dennis Ventura,DennisVentura1,1854349872821915814,,,2,no,2024-11-06 23:27:16,@GloboNews Porra pegou fogo nesses 30% que nao foi desmatado,29,65,2,262,,https://pbs.twimg.com/profile_images/1150474659810463744/x2__of1b_normal.jpg,,no,Twitter for iPhone,https://www.twitter.com/DennisVentura1/status/1854349872821915814
,Post,Juliano Chaves,JulianoBKW,1854385908012712153,,1,3,no,2024-11-06 22:50:27,@GloboNews Nao tem o que desmatar a incompetência desse ministério deixou tudo queimar. Aí pergunto como diminui o o desmatamento se tudo pegou fogo. Bando de safado.,55,73,3,2060,Eng. Civil,https://pbs.twimg.com/profile_images/753648383018078209/w1KvsmDN_normal.jpg,,no,Twitter for iPhone,https://www.twitter.com/JulianoBKW/status/1854385908012712153
,Post,Andrea 🏴‍☠️🇧🇷🦥,Andr3aM88,1854339888247677363,,,2,no,2024-11-06 22:47:35,@CNNBrasil Num conta como desmatado se já tá queimado kkkk,10,82,2,318,,https://pbs.twimg.com/profile_images/1471281911230345220/qpqpKnTH_normal.jpg,,no,Twitter for iPhone,https://www.twitter.com/Andr3aM88/status/1854339888247677363
,Post,Danillo Fratta Analista CNPI | Investimento/Trade,danillofratta,1854377645217141209,,,1,no,2024-11-06 22:17:37,@folha Sim pegou fogo em 90% daí sobrou pouco para desmatar.,1595,85,1,9757,Analista CNPI-T desde 2017 | Te ajudo a operar com AT | Conheça as minhas carteiras 👇,https://pbs.twimg.com/profile_images/1630419031638278144/yfXtTZvX_normal.jpg,,no,Twitter for Android,https://www.twitter.com/danillofratta/status/1854377645217141209
,Post,Danillo Fratta Analista CNPI | Investimento/Trade,danillofratta,1854375857738899559,,,8,no,2024-11-06 22:10:31,@menezes_barboza Sim claro. Queimou 90% daí só sobrou 10% para desmatar. Ótima notícia.O pix caiu na conta?,1595,85,8,9757,Analista CNPI-T desde 2017 | Te ajudo a operar com AT | Conheça as minhas carteiras 👇,https://pbs.twimg.com/profile_images/1630419031638278144/yfXtTZvX_normal.jpg,,no,Twitter for Android,https://www.twitter.com/danillofratta/status/1854375857738899559
,Post,∫ergio d𝕏 🇩🇪,Eckerth,1854372066725675510,,,2,no,2024-11-06 21:55:27,@GloboNews #LulaApoiaDitador #ComunismoMata #LulaApoiaTerroristasClaro vai desmatar o que se foi tudo queimado?,32452,29892,2,34636,Ungeimpft. Gott sei Dank,https://pbs.twimg.com/profile_images/1831131896467640320/j2gALOHw_normal.jpg,Wuppertal,no,Twitter Web App,https://www.twitter.com/Eckerth/status/1854372066725675510
,Post,Claudia Santana.,CludiaSantanaR1,1854367983046427085,,,1,no,2024-11-06 21:39:14,@menezes_barboza Como vão desmatar se queimou tudo?,2601,3121,1,7667,O quê será de nós???? 🆘🆘,https://pbs.twimg.com/profile_images/1830742507589627905/hTl__aEc_normal.jpg,,no,Twitter for Android,https://www.twitter.com/CludiaSantanaR1/status/1854367983046427085
